drugCN	drugEN	atc_code	drug_id	gene	phenotype	abbreviation	clinic	treatment	forecast	suggest	source	guide_ref	publication
布洛芬	ibuprofen	M01AE01	129	CYP2C9	弱代谢型	PM	不良反应预测	Alternate Drug or Decreased Dosage	.	推荐起始剂量的25-50％开始治疗，在治疗过程中，监测不良事件，例如血压和肾功能。或者，考虑另一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响的药物。	CPIC的剂量指南建议对于CYP2C9弱代谢者，以最低推荐起始剂量的25-50％开始治疗，对于活性评分为1的CYP2C9中间代谢者建议以最低推荐起始剂量开始治疗。并在治疗过程中，仔细监测不良反应风险，如血压和肾功能。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
氟比洛芬	flurbiprofen	M01AE09	130	CYP2C9	普遍代谢型	NM	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC的剂量指南建议对于CYP2C9弱代谢者，以最低推荐起始剂量的25-50％开始治疗，对于活性评分为1的CYP2C9中间代谢者建议以最低推荐起始剂量开始治疗。并在治疗过程中，仔细监测不良反应风险，如血压和肾功能。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
氟比洛芬	flurbiprofen	M01AE09	130	CYP2C9	中间代谢型	IM	不良反应预测	Decreased Dosage	.	使用最低有效剂量，在治疗过程中，监测不良事件，例如血压和肾功能。	CPIC的剂量指南建议对于CYP2C9弱代谢者，以最低推荐起始剂量的25-50％开始治疗，对于活性评分为1的CYP2C9中间代谢者建议以最低推荐起始剂量开始治疗。并在治疗过程中，仔细监测不良反应风险，如血压和肾功能。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
氟比洛芬	flurbiprofen	M01AE09	130	CYP2C9	弱代谢型	PM	不良反应预测	Alternate Drug or Decreased Dosage	.	推荐起始剂量的25-50％开始治疗，在治疗过程中，监测不良事件，例如血压和肾功能。或者，考虑另一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响的药物。	CPIC的剂量指南建议对于CYP2C9弱代谢者，以最低推荐起始剂量的25-50％开始治疗，对于活性评分为1的CYP2C9中间代谢者建议以最低推荐起始剂量开始治疗。并在治疗过程中，仔细监测不良反应风险，如血压和肾功能。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
氯诺昔康	lornoxicam	M01AC05	131	CYP2C9	普遍代谢型	NM	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC的剂量指南建议对于CYP2C9弱代谢者，以最低推荐起始剂量的25-50％开始治疗，对于活性评分为1的CYP2C9中间代谢者建议以最低推荐起始剂量开始治疗。并在治疗过程中，仔细监测不良反应风险，如血压和肾功能。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
氯诺昔康	lornoxicam	M01AC05	131	CYP2C9	中间代谢型	IM	不良反应预测	Decreased Dosage	.	使用最低有效剂量，在治疗过程中，监测不良事件，例如血压和肾功能。	CPIC的剂量指南建议对于CYP2C9弱代谢者，以最低推荐起始剂量的25-50％开始治疗，对于活性评分为1的CYP2C9中间代谢者建议以最低推荐起始剂量开始治疗。并在治疗过程中，仔细监测不良反应风险，如血压和肾功能。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
氯诺昔康	lornoxicam	M01AC05	131	CYP2C9	弱代谢型	PM	不良反应预测	Alternate Drug or Decreased Dosage	.	推荐起始剂量的25-50％开始治疗，在治疗过程中，监测不良事件，例如血压和肾功能。或者，考虑另一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响的药物。	CPIC的剂量指南建议对于CYP2C9弱代谢者，以最低推荐起始剂量的25-50％开始治疗，对于活性评分为1的CYP2C9中间代谢者建议以最低推荐起始剂量开始治疗。并在治疗过程中，仔细监测不良反应风险，如血压和肾功能。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
美洛昔康	meloxicam	M01AC06	132	CYP2C9	普遍代谢型	NM	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC关于美洛昔康的剂量指南建议CYP2C9弱代谢者由于半衰期显着延长而应该Alternate Drug，CYP2C9中间代谢者，以最低推荐起始剂量的50％开始治疗，或Alternate Drug	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
美洛昔康	meloxicam	M01AC06	132	CYP2C9	中间代谢型	IM	不良反应预测	Alternate Drug or Decreased Dosage	.	以临床最低推荐起始剂量的50％开始治疗。在治疗过程中，监测不良反应事件，例如血压和肾功能；或者Alternate Drug，选择一种不经CYP2C9代谢的药物。	CPIC关于美洛昔康的剂量指南建议CYP2C9弱代谢者由于半衰期显着延长而应该Alternate Drug，CYP2C9中间代谢者，以最低推荐起始剂量的50％开始治疗，或Alternate Drug	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
美洛昔康	meloxicam	M01AC06	132	CYP2C9	弱代谢型	PM	不良反应预测	Alternate Drug	.	建议Alternate Drug，选择一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响显着的药物，或选择经CYP2C9代谢但半衰期较短的非甾体类抗炎药。	CPIC关于美洛昔康的剂量指南建议CYP2C9弱代谢者由于半衰期显着延长而应该Alternate Drug，CYP2C9中间代谢者，以最低推荐起始剂量的50％开始治疗，或Alternate Drug	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
替诺昔康	tenoxicam	M01AC02	133	CYP2C9	普遍代谢型	NM	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	这些药物具有极长的半衰期（分别为30-86和60小时）。建议IM和PMs代谢者Alternate Drug，包括不被CYP2C9代谢或在体内受CYP2C9遗传变异影响显着的药物（包括阿司匹林，酮咯酸，萘普生和舒林酸）。也可以考虑选择半衰期较短的非甾体抗炎药。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
替诺昔康	tenoxicam	M01AC02	133	CYP2C9	中间代谢型	IM	不良反应预测	Alternate Drug	.	Alternate Drug，选择一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响的药物，或选择经CYP2C9代谢但半衰期较短的非甾体类抗炎药。	这些药物具有极长的半衰期（分别为30-86和60小时）。建议IM和PMs代谢者Alternate Drug，包括不被CYP2C9代谢或在体内受CYP2C9遗传变异影响显着的药物（包括阿司匹林，酮咯酸，萘普生和舒林酸）。也可以考虑选择半衰期较短的非甾体抗炎药。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
替诺昔康	tenoxicam	M01AC02	133	CYP2C9	弱代谢型	PM	不良反应预测	Alternate Drug	.	建议Alternate Drug，选择一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响显着的药物，或选择经CYP2C9代谢但半衰期较短的非甾体类抗炎药。	这些药物具有极长的半衰期（分别为30-86和60小时）。建议IM和PMs代谢者Alternate Drug，包括不被CYP2C9代谢或在体内受CYP2C9遗传变异影响显着的药物（包括阿司匹林，酮咯酸，萘普生和舒林酸）。也可以考虑选择半衰期较短的非甾体抗炎药。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
吡罗昔康	piroxicam	M01AC01	128	CYP2C9	普遍代谢型	NM	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	这些药物具有极长的半衰期（分别为30-86和60小时）。建议IM和PMs代谢者Alternate Drug，包括不被CYP2C9代谢或在体内受CYP2C9遗传变异影响显着的药物（包括阿司匹林，酮咯酸，萘普生和舒林酸）。也可以考虑选择半衰期较短的非甾体抗炎药。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
吡罗昔康	piroxicam	M01AC01	128	CYP2C9	中间代谢型	IM	不良反应预测	Alternate Drug	.	Alternate Drug，选择一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响的药物，或选择经CYP2C9代谢但半衰期较短的非甾体类抗炎药。	这些药物具有极长的半衰期（分别为30-86和60小时）。建议IM和PMs代谢者Alternate Drug，包括不被CYP2C9代谢或在体内受CYP2C9遗传变异影响显着的药物（包括阿司匹林，酮咯酸，萘普生和舒林酸）。也可以考虑选择半衰期较短的非甾体抗炎药。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
吡罗昔康	piroxicam	M01AC01	128	CYP2C9	弱代谢型	PM	不良反应预测	Alternate Drug	.	建议Alternate Drug，选择一种不经CYP2C9代谢或在体内不受CYP2C9遗传变异影响显着的药物，或选择经CYP2C9代谢但半衰期较短的非甾体类抗炎药。	这些药物具有极长的半衰期（分别为30-86和60小时）。建议IM和PMs代谢者Alternate Drug，包括不被CYP2C9代谢或在体内受CYP2C9遗传变异影响显着的药物（包括阿司匹林，酮咯酸，萘普生和舒林酸）。也可以考虑选择半衰期较短的非甾体抗炎药。	CPIC	Theken KN, Lee CR, Gong L, et al. Clinical Pharmacogenetics Implementation Consortium Guideline (CPIC) for CYP2C9 and Nonsteroidal Anti-Inflammatory Drugs. Clin Pharmacol Ther. 2020;108(2):191-200. doi:10.1002/cpt.1830				
辛伐他汀	Simvastatin	C10AA01	42	SLCO1B1	正常功能型	single-ref	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC，CC或者CT基因型携带者服用辛伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
辛伐他汀	Simvastatin	C10AA01	42	SLCO1B1	中间功能型	single-het	不良反应预测	Alternate Drug or Decreased Dosage	.	中等肌病风险，需Decreased Dosage或换用其他他汀类药物，如果需要辛伐他汀治疗，请将剂量限制在<20mg/天。	CPIC，CC或者CT基因型携带者服用辛伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
辛伐他汀	Simvastatin	C10AA01	42	SLCO1B1	弱功能型	single-hom	不良反应预测	Alternate Drug or Decreased Dosage	.	高等肌病风险，需Decreased Dosage或换用其他他汀类药物（罗苏伐他汀）。	CPIC，CC或者CT基因型携带者服用辛伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
洛伐他汀	Lovastatin	C10AA02	41	SLCO1B1	正常功能型	single-ref	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC，CC或者CT基因型携带者服用洛伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
洛伐他汀	Lovastatin	C10AA02	41	SLCO1B1	中间功能型	single-het	不良反应预测	Alternate Drug or Decreased Dosage	.	中等肌病风险，需Decreased Dosage或换用其他他汀类药物，如果需要洛伐他汀治疗，请将剂量限制在<20mg/天。	CPIC，CC或者CT基因型携带者服用洛伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
洛伐他汀	Lovastatin	C10AA02	41	SLCO1B1	弱功能型	single-hom	不良反应预测	Alternate Drug	.	高等肌病风险，换用其他他汀类药物。	CPIC，CC或者CT基因型携带者服用洛伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
匹伐他汀	Pitavastatin	C10AA08	100	SLCO1B1	正常功能型	single-ref	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC，CC或者CT基因型携带者服用匹伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
阿托伐他汀	Atorvastatin	C10AA05	43	SLCO1B1	正常功能型	single-ref	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC，CC或者CT基因型携带者服用阿托伐他汀发生肌痛概率升高，TT型不容易发生肌痛。	CPIC	Wilke RA, Ramsey LB, Johnson SG, et al. The clinical pharmacogenomics implementation consortium: CPIC guideline for SLCO1B1 and simvastatin-induced myopathy. Clin Pharmacol Ther. 2012;92(1):112-117. doi:10.1038/clpt.2012.57\nRamsey LB, Johnson SG, Caudle KE, et al. The clinical pharmacogenetics implementation consortium guideline for SLCO1B1 and simvastatin-induced myopathy: 2014 update. Clin Pharmacol Ther. 2014;96(4):423-428. doi:10.1038/clpt.2014.125\nCooper-DeHoff RM, Niemi M, Ramsey LB, et al. The Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for SLCO1B1, ABCG2, and CYP2C9 and statin-associated musculoskeletal symptoms [published online ahead of print, 2022 Feb 12]. Clin Pharmacol Ther. 2022;10.1002/cpt.2557. doi:10.1002/cpt.2557				
